"date","dewey_nom","n"
"1732","Histoire et géographie",11
"1732","Langues",4
"1732","Littérature",29
"1732","Philosophie et psychologie",5
"1732","Religion",5
"1732","Sciences",2
"1732","Techniques",7
"1733","Arts et loisirs",8
"1733","Économie et société",89
"1733","Généralités",3
"1733","Histoire et géographie",13
"1733","Langues",1
"1733","Littérature",14
"1733","Religion",1
"1733","Sciences",3
"1733","Techniques",7
"1734","Arts et loisirs",9
"1734","Économie et société",97
"1734","Généralités",5
"1734","Histoire et géographie",23
"1734","Littérature",18
"1734","N/A",2
"1734","Philosophie et psychologie",3
"1734","Religion",3
"1734","Sciences",15
"1734","Techniques",4
"1735","Arts et loisirs",2
"1735","Économie et société",62
"1735","Généralités",2
"1735","Histoire et géographie",35
"1735","Langues",2
"1735","Littérature",57
"1735","Philosophie et psychologie",3
"1735","Religion",1
"1735","Sciences",5
"1735","Techniques",6
"1736","Arts et loisirs",7
"1736","Économie et société",52
"1736","Généralités",6
"1736","Histoire et géographie",7
"1736","Langues",1
"1736","Littérature",77
"1736","N/A",1
"1736","Religion",1
"1736","Sciences",1
"1736","Techniques",8
"1737","Arts et loisirs",9
"1737","Économie et société",125
"1737","Généralités",3
"1737","Histoire et géographie",20
"1737","Littérature",43
"1737","Philosophie et psychologie",14
"1737","Religion",7
"1737","Sciences",3
"1737","Techniques",7
"1738","Arts et loisirs",13
"1738","Économie et société",106
"1738","Généralités",1
"1738","Histoire et géographie",14
"1738","Langues",4
"1738","Littérature",22
"1738","N/A",1
"1738","Philosophie et psychologie",2
"1738","Religion",6
"1738","Sciences",3
"1738","Techniques",4
"1739","Arts et loisirs",8
"1739","Économie et société",71
"1739","Généralités",1
"1739","Histoire et géographie",15
"1739","Littérature",49
"1739","N/A",1
"1739","Philosophie et psychologie",3
"1739","Sciences",1
"1739","Techniques",14
"1740","Arts et loisirs",3
"1740","Économie et société",67
"1740","Généralités",2
"1740","Histoire et géographie",23
"1740","Langues",1
"1740","Littérature",30
"1740","Philosophie et psychologie",4
"1740","Religion",9
"1740","Sciences",9
"1740","Techniques",13
"1741","Arts et loisirs",8
"1741","Économie et société",76
"1741","Généralités",4
"1741","Histoire et géographie",9
"1741","Langues",1
"1741","Littérature",26
"1741","N/A",1
"1741","Philosophie et psychologie",8
"1741","Religion",8
"1741","Sciences",7
"1741","Techniques",7
"1742","Arts et loisirs",5
"1742","Économie et société",96
"1742","Généralités",2
"1742","Histoire et géographie",57
"1742","Littérature",26
"1742","N/A",1
"1742","Philosophie et psychologie",5
"1742","Religion",17
"1742","Sciences",7
"1742","Techniques",9
"1743","Arts et loisirs",10
"1743","Économie et société",112
"1743","Généralités",3
"1743","Histoire et géographie",7
"1743","Littérature",20
"1743","N/A",1
"1743","Philosophie et psychologie",3
"1743","Religion",3
"1743","Sciences",9
"1743","Techniques",27
"1744","Arts et loisirs",28
"1744","Économie et société",106
"1744","Généralités",3
"1744","Histoire et géographie",24
"1744","Langues",3
"1744","Littérature",120
"1744","N/A",3
"1744","Philosophie et psychologie",2
"1744","Religion",3
"1744","Sciences",9
"1744","Techniques",8
"1745","Arts et loisirs",16
"1745","Économie et société",129
"1745","Généralités",2
"1745","Histoire et géographie",10
"1745","Littérature",116
"1745","N/A",1
"1745","Philosophie et psychologie",2
"1745","Religion",10
"1745","Sciences",2
"1745","Techniques",9
"1746","Arts et loisirs",12
"1746","Économie et société",164
"1746","Généralités",3
"1746","Histoire et géographie",14
"1746","Langues",1
"1746","Littérature",16
"1746","N/A",5
"1746","Religion",1
"1746","Sciences",6
"1746","Techniques",17
"1747","Arts et loisirs",13
"1747","Économie et société",180
"1747","Généralités",5
"1747","Histoire et géographie",28
"1747","Littérature",38
"1747","Philosophie et psychologie",6
"1747","Religion",2
"1747","Sciences",7
"1747","Techniques",11
"1748","Arts et loisirs",7
"1748","Économie et société",126
"1748","Généralités",7
"1748","Histoire et géographie",28
"1748","Littérature",43
"1748","N/A",3
"1748","Philosophie et psychologie",6
"1748","Sciences",5
"1748","Techniques",20
"1749","Arts et loisirs",6
"1749","Économie et société",127
"1749","Généralités",4
"1749","Histoire et géographie",9
"1749","Langues",1
"1749","Littérature",45
"1749","N/A",7
"1749","Philosophie et psychologie",3
"1749","Religion",1
"1749","Sciences",4
"1749","Techniques",19
"1750","Arts et loisirs",15
"1750","Économie et société",122
"1750","Généralités",12
"1750","Histoire et géographie",29
"1750","Langues",3
"1750","Littérature",68
"1750","N/A",18
"1750","Philosophie et psychologie",3
"1750","Religion",5
"1750","Sciences",14
"1750","Techniques",32
"1751","Arts et loisirs",16
"1751","Économie et société",73
"1751","Généralités",50
"1751","Histoire et géographie",13
"1751","Langues",2
"1751","Littérature",83
"1751","N/A",14
"1751","Philosophie et psychologie",12
"1751","Religion",9
"1751","Sciences",25
"1751","Techniques",17
"1752","Arts et loisirs",23
"1752","Économie et société",70
"1752","Généralités",6
"1752","Histoire et géographie",36
"1752","Langues",1
"1752","Littérature",65
"1752","N/A",24
"1752","Philosophie et psychologie",2
"1752","Religion",1
"1752","Sciences",5
"1752","Techniques",26
"1753","Arts et loisirs",22
"1753","Économie et société",98
"1753","Généralités",2
"1753","Histoire et géographie",27
"1753","Langues",1
"1753","Littérature",59
"1753","N/A",13
"1753","Philosophie et psychologie",10
"1753","Religion",5
"1753","Sciences",17
"1753","Techniques",25
"1754","Arts et loisirs",21
"1754","Économie et société",97
"1754","Généralités",6
"1754","Histoire et géographie",40
"1754","Langues",6
"1754","Littérature",88
"1754","N/A",30
"1754","Philosophie et psychologie",9
"1754","Religion",12
"1754","Sciences",10
"1754","Techniques",13
"1755","Arts et loisirs",24
"1755","Économie et société",98
"1755","Généralités",7
"1755","Histoire et géographie",28
"1755","Littérature",68
"1755","N/A",21
"1755","Philosophie et psychologie",14
"1755","Religion",3
"1755","Sciences",9
"1755","Techniques",28
"1756","Arts et loisirs",28
"1756","Économie et société",121
"1756","Généralités",9
"1756","Histoire et géographie",23
"1756","Langues",2
"1756","Littérature",83
"1756","N/A",20
"1756","Philosophie et psychologie",8
"1756","Religion",15
"1756","Sciences",21
"1756","Techniques",24
"1757","Arts et loisirs",15
"1757","Économie et société",170
"1757","Généralités",11
"1757","Histoire et géographie",26
"1757","Langues",1
"1757","Littérature",51
"1757","N/A",15
"1757","Philosophie et psychologie",8
"1757","Religion",4
"1757","Sciences",5
"1757","Techniques",15
"1758","Arts et loisirs",28
"1758","Économie et société",150
"1758","Généralités",10
"1758","Histoire et géographie",29
"1758","Littérature",62
"1758","N/A",13
"1758","Philosophie et psychologie",11
"1758","Religion",3
"1758","Sciences",10
"1758","Techniques",20
"1759","Arts et loisirs",13
"1759","Économie et société",180
"1759","Généralités",21
"1759","Histoire et géographie",40
"1759","Langues",4
"1759","Littérature",64
"1759","N/A",21
"1759","Philosophie et psychologie",10
"1759","Religion",7
"1759","Sciences",11
"1759","Techniques",20
"1760","Arts et loisirs",35
"1760","Économie et société",94
"1760","Généralités",11
"1760","Histoire et géographie",28
"1760","Langues",6
"1760","Littérature",81
"1760","N/A",17
"1760","Philosophie et psychologie",10
"1760","Religion",16
"1760","Sciences",6
"1760","Techniques",10
"1761","Arts et loisirs",14
"1761","Économie et société",182
"1761","Généralités",11
"1761","Histoire et géographie",24
"1761","Langues",1
"1761","Littérature",75
"1761","N/A",24
"1761","Philosophie et psychologie",8
"1761","Religion",6
"1761","Sciences",8
"1761","Techniques",18
"1762","Arts et loisirs",13
"1762","Économie et société",188
"1762","Généralités",7
"1762","Histoire et géographie",19
"1762","Langues",5
"1762","Littérature",65
"1762","N/A",13
"1762","Philosophie et psychologie",11
"1762","Religion",10
"1762","Sciences",13
"1762","Techniques",17
"1763","Arts et loisirs",17
"1763","Économie et société",179
"1763","Généralités",29
"1763","Histoire et géographie",21
"1763","Littérature",64
"1763","N/A",30
"1763","Philosophie et psychologie",16
"1763","Religion",3
"1763","Sciences",15
"1763","Techniques",21
"1764","Arts et loisirs",21
"1764","Économie et société",143
"1764","Généralités",6
"1764","Histoire et géographie",20
"1764","Littérature",71
"1764","N/A",13
"1764","Philosophie et psychologie",8
"1764","Religion",3
"1764","Sciences",9
"1764","Techniques",26
"1765","Arts et loisirs",23
"1765","Économie et société",97
"1765","Généralités",10
"1765","Histoire et géographie",40
"1765","Littérature",72
"1765","N/A",24
"1765","Philosophie et psychologie",6
"1765","Religion",6
"1765","Sciences",8
"1765","Techniques",24
"1766","Arts et loisirs",10
"1766","Économie et société",127
"1766","Généralités",14
"1766","Histoire et géographie",27
"1766","Langues",2
"1766","Littérature",54
"1766","N/A",18
"1766","Philosophie et psychologie",7
"1766","Religion",9
"1766","Sciences",10
"1766","Techniques",22
"1767","Arts et loisirs",16
"1767","Économie et société",82
"1767","Généralités",6
"1767","Histoire et géographie",21
"1767","Langues",7
"1767","Littérature",64
"1767","N/A",10
"1767","Philosophie et psychologie",9
"1767","Religion",10
"1767","Sciences",15
"1767","Techniques",35
"1768","Arts et loisirs",12
"1768","Économie et société",125
"1768","Généralités",8
"1768","Histoire et géographie",34
"1768","Langues",2
"1768","Littérature",92
"1768","N/A",28
"1768","Philosophie et psychologie",10
"1768","Religion",11
"1768","Sciences",17
"1768","Techniques",36
"1769","Arts et loisirs",22
"1769","Économie et société",99
"1769","Généralités",8
"1769","Histoire et géographie",29
"1769","Langues",2
"1769","Littérature",73
"1769","N/A",26
"1769","Philosophie et psychologie",8
"1769","Religion",8
"1769","Sciences",13
"1769","Techniques",27
"1770","Arts et loisirs",22
"1770","Économie et société",95
"1770","Généralités",26
"1770","Histoire et géographie",35
"1770","Langues",1
"1770","Littérature",77
"1770","N/A",23
"1770","Philosophie et psychologie",21
"1770","Religion",6
"1770","Sciences",11
"1770","Techniques",51
"1771","Arts et loisirs",40
"1771","Économie et société",95
"1771","Généralités",12
"1771","Histoire et géographie",28
"1771","Langues",3
"1771","Littérature",77
"1771","N/A",14
"1771","Philosophie et psychologie",9
"1771","Religion",5
"1771","Sciences",12
"1771","Techniques",35
"1772","Arts et loisirs",23
"1772","Économie et société",125
"1772","Généralités",21
"1772","Histoire et géographie",57
"1772","Littérature",97
"1772","N/A",20
"1772","Philosophie et psychologie",6
"1772","Religion",53
"1772","Sciences",5
"1772","Techniques",34
"1773","Arts et loisirs",25
"1773","Économie et société",106
"1773","Généralités",14
"1773","Histoire et géographie",16
"1773","Langues",6
"1773","Littérature",62
"1773","N/A",20
"1773","Philosophie et psychologie",13
"1773","Religion",2
"1773","Sciences",14
"1773","Techniques",18
"1774","Arts et loisirs",18
"1774","Économie et société",118
"1774","Généralités",35
"1774","Histoire et géographie",30
"1774","Langues",3
"1774","Littérature",118
"1774","N/A",19
"1774","Philosophie et psychologie",6
"1774","Religion",2
"1774","Sciences",13
"1774","Techniques",29
"1775","Arts et loisirs",18
"1775","Économie et société",276
"1775","Généralités",15
"1775","Histoire et géographie",35
"1775","Langues",4
"1775","Littérature",76
"1775","N/A",19
"1775","Philosophie et psychologie",3
"1775","Religion",39
"1775","Sciences",17
"1775","Techniques",44
"1776","Arts et loisirs",31
"1776","Économie et société",178
"1776","Généralités",17
"1776","Histoire et géographie",46
"1776","Littérature",89
"1776","N/A",15
"1776","Philosophie et psychologie",5
"1776","Religion",10
"1776","Sciences",11
"1776","Techniques",37
"1777","Arts et loisirs",26
"1777","Économie et société",137
"1777","Généralités",16
"1777","Histoire et géographie",55
"1777","Langues",11
"1777","Littérature",106
"1777","N/A",19
"1777","Philosophie et psychologie",15
"1777","Religion",4
"1777","Sciences",14
"1777","Techniques",33
"1778","Arts et loisirs",27
"1778","Économie et société",125
"1778","Généralités",15
"1778","Histoire et géographie",26
"1778","Littérature",96
"1778","N/A",11
"1778","Philosophie et psychologie",13
"1778","Religion",11
"1778","Sciences",17
"1778","Techniques",31
"1779","Arts et loisirs",47
"1779","Économie et société",117
"1779","Généralités",16
"1779","Histoire et géographie",106
"1779","Langues",1
"1779","Littérature",99
"1779","N/A",27
"1779","Philosophie et psychologie",7
"1779","Religion",3
"1779","Sciences",17
"1779","Techniques",32
"1780","Arts et loisirs",43
"1780","Économie et société",97
"1780","Généralités",21
"1780","Histoire et géographie",60
"1780","Langues",4
"1780","Littérature",132
"1780","N/A",23
"1780","Philosophie et psychologie",6
"1780","Religion",12
"1780","Sciences",26
"1780","Techniques",27
"1781","Arts et loisirs",26
"1781","Économie et société",156
"1781","Généralités",14
"1781","Histoire et géographie",41
"1781","Langues",7
"1781","Littérature",91
"1781","N/A",25
"1781","Philosophie et psychologie",8
"1781","Religion",1
"1781","Sciences",21
"1781","Techniques",26
"1782","Arts et loisirs",42
"1782","Économie et société",99
"1782","Généralités",20
"1782","Histoire et géographie",54
"1782","Littérature",96
"1782","N/A",17
"1782","Philosophie et psychologie",19
"1782","Religion",7
"1782","Sciences",16
"1782","Techniques",32
"1783","Arts et loisirs",44
"1783","Économie et société",48
"1783","Généralités",36
"1783","Histoire et géographie",53
"1783","Langues",2
"1783","Littérature",140
"1783","N/A",16
"1783","Philosophie et psychologie",8
"1783","Religion",8
"1783","Sciences",15
"1783","Techniques",34
"1784","Arts et loisirs",19
"1784","Économie et société",91
"1784","Généralités",27
"1784","Histoire et géographie",46
"1784","Langues",4
"1784","Littérature",117
"1784","N/A",19
"1784","Philosophie et psychologie",34
"1784","Religion",4
"1784","Sciences",30
"1784","Techniques",56
"1785","Arts et loisirs",19
"1785","Économie et société",90
"1785","Généralités",15
"1785","Histoire et géographie",61
"1785","Langues",4
"1785","Littérature",148
"1785","N/A",22
"1785","Philosophie et psychologie",16
"1785","Religion",3
"1785","Sciences",25
"1785","Techniques",48
"1786","Arts et loisirs",33
"1786","Économie et société",101
"1786","Généralités",30
"1786","Histoire et géographie",66
"1786","Langues",3
"1786","Littérature",86
"1786","N/A",23
"1786","Philosophie et psychologie",6
"1786","Religion",1
"1786","Sciences",22
"1786","Techniques",51
"1787","Arts et loisirs",44
"1787","Économie et société",94
"1787","Généralités",37
"1787","Histoire et géographie",82
"1787","Langues",12
"1787","Littérature",137
"1787","N/A",46
"1787","Philosophie et psychologie",16
"1787","Religion",4
"1787","Sciences",27
"1787","Techniques",65
"1788","Arts et loisirs",29
"1788","Économie et société",142
"1788","Généralités",34
"1788","Histoire et géographie",196
"1788","Langues",1
"1788","Littérature",135
"1788","N/A",17
"1788","Philosophie et psychologie",11
"1788","Religion",4
"1788","Sciences",17
"1788","Techniques",40
"1789","Arts et loisirs",28
"1789","Économie et société",380
"1789","Généralités",37
"1789","Histoire et géographie",742
"1789","Langues",6
"1789","Littérature",179
"1789","N/A",35
"1789","Philosophie et psychologie",4
"1789","Religion",17
"1789","Sciences",56
"1789","Techniques",35
"1790","Arts et loisirs",36
"1790","Économie et société",538
"1790","Généralités",66
"1790","Histoire et géographie",739
"1790","Langues",3
"1790","Littérature",118
"1790","N/A",47
"1790","Philosophie et psychologie",10
"1790","Religion",39
"1790","Sciences",13
"1790","Techniques",39
"1791","Arts et loisirs",28
"1791","Économie et société",293
"1791","Généralités",41
"1791","Histoire et géographie",553
"1791","Littérature",79
"1791","N/A",33
"1791","Philosophie et psychologie",9
"1791","Religion",79
"1791","Sciences",15
"1791","Techniques",27
"1792","Arts et loisirs",17
"1792","Économie et société",257
"1792","Généralités",32
"1792","Histoire et géographie",484
"1792","Langues",3
"1792","Littérature",69
"1792","N/A",14
"1792","Philosophie et psychologie",6
"1792","Religion",20
"1792","Sciences",14
"1792","Techniques",8
"1793","Arts et loisirs",62
"1793","Économie et société",204
"1793","Généralités",33
"1793","Histoire et géographie",644
"1793","Langues",5
"1793","Littérature",119
"1793","N/A",31
"1793","Philosophie et psychologie",24
"1793","Religion",10
"1793","Sciences",22
"1793","Techniques",25
"1794","Arts et loisirs",42
"1794","Économie et société",120
"1794","Généralités",25
"1794","Histoire et géographie",440
"1794","Langues",3
"1794","Littérature",79
"1794","N/A",24
"1794","Philosophie et psychologie",9
"1794","Religion",6
"1794","Sciences",20
"1794","Techniques",26
"1795","Arts et loisirs",19
"1795","Économie et société",116
"1795","Généralités",20
"1795","Histoire et géographie",324
"1795","Langues",1
"1795","Littérature",61
"1795","N/A",12
"1795","Philosophie et psychologie",6
"1795","Religion",13
"1795","Sciences",5
"1795","Techniques",24
"1796","Arts et loisirs",19
"1796","Économie et société",98
"1796","Généralités",20
"1796","Histoire et géographie",233
"1796","Langues",3
"1796","Littérature",59
"1796","N/A",18
"1796","Philosophie et psychologie",11
"1796","Religion",10
"1796","Sciences",7
"1796","Techniques",22
"1797","Arts et loisirs",47
"1797","Économie et société",201
"1797","Généralités",36
"1797","Histoire et géographie",348
"1797","Langues",5
"1797","Littérature",86
"1797","N/A",37
"1797","Philosophie et psychologie",12
"1797","Religion",17
"1797","Sciences",34
"1797","Techniques",36
"1798","Arts et loisirs",47
"1798","Économie et société",194
"1798","Généralités",19
"1798","Histoire et géographie",260
"1798","Langues",8
"1798","Littérature",115
"1798","N/A",29
"1798","Philosophie et psychologie",27
"1798","Religion",7
"1798","Sciences",44
"1798","Techniques",44
"1799","Arts et loisirs",25
"1799","Économie et société",201
"1799","Généralités",19
"1799","Histoire et géographie",323
"1799","Langues",4
"1799","Littérature",92
"1799","N/A",25
"1799","Philosophie et psychologie",19
"1799","Religion",2
"1799","Sciences",21
"1799","Techniques",37
"1800","Arts et loisirs",36
"1800","Économie et société",70
"1800","Généralités",31
"1800","Histoire et géographie",137
"1800","Langues",7
"1800","Littérature",92
"1800","N/A",26
"1800","Philosophie et psychologie",13
"1800","Religion",12
"1800","Sciences",32
"1800","Techniques",55
"1801","Arts et loisirs",38
"1801","Économie et société",101
"1801","Généralités",11
"1801","Histoire et géographie",136
"1801","Langues",8
"1801","Littérature",183
"1801","N/A",31
"1801","Philosophie et psychologie",8
"1801","Religion",3
"1801","Sciences",40
"1801","Techniques",48
"1802","Arts et loisirs",87
"1802","Économie et société",78
"1802","Généralités",30
"1802","Histoire et géographie",99
"1802","Langues",13
"1802","Littérature",211
"1802","N/A",66
"1802","Philosophie et psychologie",17
"1802","Religion",7
"1802","Sciences",31
"1802","Techniques",63
"1803","Arts et loisirs",68
"1803","Économie et société",102
"1803","Généralités",18
"1803","Histoire et géographie",94
"1803","Langues",11
"1803","Littérature",179
"1803","N/A",49
"1803","Philosophie et psychologie",7
"1803","Religion",7
"1803","Sciences",52
"1803","Techniques",69
"1804","Arts et loisirs",38
"1804","Économie et société",122
"1804","Généralités",12
"1804","Histoire et géographie",148
"1804","Langues",4
"1804","Littérature",144
"1804","N/A",30
"1804","Philosophie et psychologie",5
"1804","Religion",4
"1804","Sciences",23
"1804","Techniques",53
"1805","Arts et loisirs",35
"1805","Économie et société",75
"1805","Généralités",15
"1805","Histoire et géographie",108
"1805","Langues",7
"1805","Littérature",111
"1805","N/A",19
"1805","Philosophie et psychologie",7
"1805","Religion",6
"1805","Sciences",34
"1805","Techniques",36
"1806","Arts et loisirs",59
"1806","Économie et société",79
"1806","Généralités",25
"1806","Histoire et géographie",98
"1806","Langues",6
"1806","Littérature",142
"1806","N/A",23
"1806","Philosophie et psychologie",5
"1806","Religion",4
"1806","Sciences",33
"1806","Techniques",45
"1807","Arts et loisirs",39
"1807","Économie et société",67
"1807","Généralités",23
"1807","Histoire et géographie",96
"1807","Langues",11
"1807","Littérature",120
"1807","N/A",41
"1807","Philosophie et psychologie",1
"1807","Religion",2
"1807","Sciences",10
"1807","Techniques",37
"1808","Arts et loisirs",35
"1808","Économie et société",64
"1808","Généralités",18
"1808","Histoire et géographie",63
"1808","Langues",7
"1808","Littérature",128
"1808","N/A",43
"1808","Philosophie et psychologie",5
"1808","Sciences",17
"1808","Techniques",39
"1809","Arts et loisirs",21
"1809","Économie et société",43
"1809","Généralités",18
"1809","Histoire et géographie",53
"1809","Langues",6
"1809","Littérature",75
"1809","N/A",14
"1809","Philosophie et psychologie",7
"1809","Religion",4
"1809","Sciences",27
"1809","Techniques",45
"1810","Arts et loisirs",44
"1810","Économie et société",49
"1810","Généralités",16
"1810","Histoire et géographie",93
"1810","Langues",11
"1810","Littérature",166
"1810","N/A",40
"1810","Philosophie et psychologie",1
"1810","Religion",3
"1810","Sciences",31
"1810","Techniques",54
"1811","Arts et loisirs",41
"1811","Économie et société",105
"1811","Généralités",16
"1811","Histoire et géographie",73
"1811","Langues",17
"1811","Littérature",192
"1811","N/A",48
"1811","Philosophie et psychologie",7
"1811","Religion",3
"1811","Sciences",30
"1811","Techniques",63
"1812","Arts et loisirs",34
"1812","Économie et société",83
"1812","Généralités",22
"1812","Histoire et géographie",41
"1812","Langues",16
"1812","Littérature",177
"1812","N/A",41
"1812","Philosophie et psychologie",13
"1812","Religion",7
"1812","Sciences",28
"1812","Techniques",132
"1813","Arts et loisirs",33
"1813","Économie et société",123
"1813","Généralités",18
"1813","Histoire et géographie",45
"1813","Langues",8
"1813","Littérature",189
"1813","N/A",48
"1813","Philosophie et psychologie",11
"1813","Religion",4
"1813","Sciences",32
"1813","Techniques",52
"1814","Arts et loisirs",33
"1814","Économie et société",141
"1814","Généralités",74
"1814","Histoire et géographie",357
"1814","Langues",6
"1814","Littérature",260
"1814","N/A",31
"1814","Philosophie et psychologie",5
"1814","Religion",4
"1814","Sciences",24
"1814","Techniques",33
"1815","Arts et loisirs",27
"1815","Économie et société",179
"1815","Généralités",47
"1815","Histoire et géographie",526
"1815","Langues",14
"1815","Littérature",300
"1815","N/A",24
"1815","Philosophie et psychologie",13
"1815","Religion",9
"1815","Sciences",32
"1815","Techniques",57
"1816","Arts et loisirs",43
"1816","Économie et société",196
"1816","Généralités",30
"1816","Histoire et géographie",217
"1816","Langues",4
"1816","Littérature",263
"1816","N/A",42
"1816","Philosophie et psychologie",9
"1816","Religion",5
"1816","Sciences",142
"1816","Techniques",62
"1817","Arts et loisirs",53
"1817","Économie et société",229
"1817","Généralités",27
"1817","Histoire et géographie",224
"1817","Langues",8
"1817","Littérature",277
"1817","N/A",51
"1817","Philosophie et psychologie",12
"1817","Religion",11
"1817","Sciences",43
"1817","Techniques",78
"1818","Arts et loisirs",55
"1818","Économie et société",216
"1818","Généralités",41
"1818","Histoire et géographie",224
"1818","Langues",13
"1818","Littérature",413
"1818","N/A",77
"1818","Philosophie et psychologie",7
"1818","Religion",10
"1818","Sciences",31
"1818","Techniques",88
"1819","Arts et loisirs",45
"1819","Économie et société",210
"1819","Généralités",42
"1819","Histoire et géographie",177
"1819","Langues",12
"1819","Littérature",310
"1819","N/A",77
"1819","Philosophie et psychologie",15
"1819","Religion",22
"1819","Sciences",47
"1819","Techniques",107
"1820","Arts et loisirs",40
"1820","Économie et société",226
"1820","Généralités",54
"1820","Histoire et géographie",322
"1820","Langues",10
"1820","Littérature",433
"1820","N/A",50
"1820","Philosophie et psychologie",8
"1820","Religion",20
"1820","Sciences",29
"1820","Techniques",71
"1821","Arts et loisirs",65
"1821","Économie et société",252
"1821","Généralités",60
"1821","Histoire et géographie",363
"1821","Langues",18
"1821","Littérature",441
"1821","N/A",82
"1821","Philosophie et psychologie",16
"1821","Religion",26
"1821","Sciences",39
"1821","Techniques",159
"1822","Arts et loisirs",64
"1822","Économie et société",180
"1822","Généralités",60
"1822","Histoire et géographie",172
"1822","Langues",12
"1822","Littérature",450
"1822","N/A",56
"1822","Philosophie et psychologie",14
"1822","Religion",15
"1822","Sciences",69
"1822","Techniques",128
"1823","Arts et loisirs",71
"1823","Économie et société",185
"1823","Généralités",42
"1823","Histoire et géographie",214
"1823","Langues",25
"1823","Littérature",444
"1823","N/A",73
"1823","Philosophie et psychologie",18
"1823","Religion",10
"1823","Sciences",47
"1823","Techniques",119
"1824","Arts et loisirs",69
"1824","Économie et société",260
"1824","Généralités",85
"1824","Histoire et géographie",320
"1824","Langues",17
"1824","Littérature",477
"1824","N/A",110
"1824","Philosophie et psychologie",13
"1824","Religion",8
"1824","Sciences",52
"1824","Techniques",133
"1825","Arts et loisirs",68
"1825","Économie et société",210
"1825","Généralités",37
"1825","Histoire et géographie",336
"1825","Langues",22
"1825","Littérature",481
"1825","N/A",96
"1825","Philosophie et psychologie",3
"1825","Religion",31
"1825","Sciences",69
"1825","Techniques",148
"1826","Arts et loisirs",59
"1826","Économie et société",235
"1826","Généralités",52
"1826","Histoire et géographie",234
"1826","Langues",37
"1826","Littérature",443
"1826","N/A",66
"1826","Philosophie et psychologie",17
"1826","Religion",24
"1826","Sciences",69
"1826","Techniques",175
"1827","Arts et loisirs",56
"1827","Économie et société",220
"1827","Généralités",73
"1827","Histoire et géographie",341
"1827","Langues",15
"1827","Littérature",333
"1827","N/A",63
"1827","Philosophie et psychologie",10
"1827","Religion",12
"1827","Sciences",50
"1827","Techniques",157
"1828","Arts et loisirs",79
"1828","Économie et société",209
"1828","Généralités",46
"1828","Histoire et géographie",288
"1828","Langues",29
"1828","Littérature",415
"1828","N/A",76
"1828","Philosophie et psychologie",19
"1828","Religion",22
"1828","Sciences",96
"1828","Techniques",182
"1829","Arts et loisirs",105
"1829","Économie et société",267
"1829","Généralités",51
"1829","Histoire et géographie",335
"1829","Langues",38
"1829","Littérature",415
"1829","N/A",84
"1829","Philosophie et psychologie",11
"1829","Religion",20
"1829","Sciences",93
"1829","Techniques",173
"1830","Arts et loisirs",75
"1830","Économie et société",319
"1830","Généralités",57
"1830","Histoire et géographie",449
"1830","Langues",16
"1830","Littérature",561
"1830","N/A",74
"1830","Philosophie et psychologie",20
"1830","Religion",13
"1830","Sciences",59
"1830","Techniques",140
"1831","Arts et loisirs",68
"1831","Économie et société",301
"1831","Généralités",51
"1831","Histoire et géographie",317
"1831","Langues",13
"1831","Littérature",429
"1831","N/A",55
"1831","Philosophie et psychologie",25
"1831","Religion",39
"1831","Sciences",40
"1831","Techniques",130
"1832","Arts et loisirs",52
"1832","Économie et société",205
"1832","Généralités",67
"1832","Histoire et géographie",228
"1832","Langues",22
"1832","Littérature",408
"1832","N/A",81
"1832","Philosophie et psychologie",17
"1832","Religion",18
"1832","Sciences",49
"1832","Techniques",257
"1833","Arts et loisirs",58
"1833","Économie et société",267
"1833","Généralités",71
"1833","Histoire et géographie",226
"1833","Langues",19
"1833","Littérature",421
"1833","N/A",85
"1833","Philosophie et psychologie",15
"1833","Religion",17
"1833","Sciences",71
"1833","Techniques",142
"1834","Arts et loisirs",76
"1834","Économie et société",272
"1834","Généralités",36
"1834","Histoire et géographie",345
"1834","Langues",34
"1834","Littérature",364
"1834","N/A",65
"1834","Philosophie et psychologie",11
"1834","Religion",10
"1834","Sciences",100
"1834","Techniques",173
"1835","Arts et loisirs",91
"1835","Économie et société",212
"1835","Généralités",34
"1835","Histoire et géographie",260
"1835","Langues",29
"1835","Littérature",329
"1835","N/A",52
"1835","Philosophie et psychologie",6
"1835","Religion",20
"1835","Sciences",89
"1835","Techniques",192
"1836","Arts et loisirs",93
"1836","Économie et société",223
"1836","Généralités",68
"1836","Histoire et géographie",237
"1836","Langues",34
"1836","Littérature",379
"1836","N/A",75
"1836","Philosophie et psychologie",22
"1836","Religion",11
"1836","Sciences",62
"1836","Techniques",181
"1837","Arts et loisirs",192
"1837","Économie et société",210
"1837","Généralités",37
"1837","Histoire et géographie",211
"1837","Langues",28
"1837","Littérature",316
"1837","N/A",80
"1837","Philosophie et psychologie",13
"1837","Religion",12
"1837","Sciences",83
"1837","Techniques",192
"1838","Arts et loisirs",168
"1838","Économie et société",207
"1838","Généralités",53
"1838","Histoire et géographie",341
"1838","Langues",41
"1838","Littérature",395
"1838","N/A",99
"1838","Philosophie et psychologie",21
"1838","Religion",10
"1838","Sciences",91
"1838","Techniques",204
"1839","Arts et loisirs",162
"1839","Économie et société",255
"1839","Généralités",53
"1839","Histoire et géographie",279
"1839","Langues",37
"1839","Littérature",394
"1839","N/A",94
"1839","Philosophie et psychologie",12
"1839","Religion",26
