"date","principales_villes","n"
"1893","Marseille",1124
"1893","Paris",25742
"1893","Pau",789
"1893","Rennes",55
"1893","Troyes",732
"1894","Alger",617
"1894","Autre",12143
"1894","Bordeaux",1155
"1894","Bourges",977
"1894","Clermont Ferrand",500
"1894","Dijon",390
"1894","Marseille",1114
"1894","Paris",26571
"1894","Pau",808
"1894","Rennes",62
"1894","Troyes",729
"1895","Alger",397
"1895","Autre",13064
"1895","Bordeaux",1195
"1895","Bourges",1001
"1895","Clermont Ferrand",365
"1895","Dijon",382
"1895","Marseille",1120
"1895","Paris",26723
"1895","Pau",815
"1895","Rennes",52
"1895","Troyes",735
"1896","Alger",390
"1896","Autre",13200
"1896","Bordeaux",1224
"1896","Bourges",860
"1896","Clermont Ferrand",367
"1896","Dijon",388
"1896","Marseille",1099
"1896","Paris",26223
"1896","Pau",743
"1896","Rennes",56
"1896","Troyes",730
"1897","Alger",238
"1897","Autre",13254
"1897","Bordeaux",1213
"1897","Bourges",655
"1897","Clermont Ferrand",366
"1897","Dijon",398
"1897","Marseille",1121
"1897","Paris",26424
"1897","Pau",694
"1897","Rennes",56
"1897","Troyes",994
"1898","Alger",213
"1898","Autre",13385
"1898","Bordeaux",1067
"1898","Bourges",638
"1898","Clermont Ferrand",363
"1898","Dijon",387
"1898","Marseille",1145
"1898","Paris",26743
"1898","Pau",735
"1898","Rennes",58
"1898","Troyes",1016
"1899","Alger",304
"1899","Autre",12993
"1899","Bordeaux",1127
"1899","Bourges",612
"1899","Clermont Ferrand",367
"1899","Dijon",390
"1899","Marseille",1175
"1899","Paris",25942
"1899","Pau",786
"1899","Rennes",203
"1899","Troyes",1038
"1900","Alger",284
"1900","Autre",13426
"1900","Bordeaux",1125
"1900","Bourges",611
"1900","Clermont Ferrand",368
"1900","Dijon",389
"1900","Marseille",1117
"1900","Paris",26007
"1900","Pau",769
"1900","Rennes",412
"1900","Troyes",1037
"1901","Alger",239
"1901","Autre",14384
"1901","Bordeaux",1140
"1901","Bourges",616
"1901","Clermont Ferrand",361
"1901","Dijon",428
"1901","Marseille",1202
"1901","Paris",26291
"1901","Pau",695
"1901","Rennes",412
"1901","Troyes",1073
"1902","Alger",638
"1902","Autre",14289
"1902","Bordeaux",1122
"1902","Bourges",922
"1902","Clermont Ferrand",366
"1902","Dijon",796
"1902","Marseille",1126
"1902","Paris",25922
"1902","Pau",674
"1902","Rennes",422
"1902","Troyes",1078
"1903","Alger",646
"1903","Autre",14774
"1903","Bordeaux",1133
"1903","Bourges",923
"1903","Clermont Ferrand",366
"1903","Dijon",783
"1903","Marseille",1116
"1903","Paris",26305
"1903","Pau",669
"1903","Rennes",422
"1903","Troyes",1081
"1904","Alger",733
"1904","Autre",15016
"1904","Bordeaux",1102
"1904","Bourges",955
"1904","Clermont Ferrand",365
"1904","Dijon",807
"1904","Marseille",1121
"1904","Paris",25879
"1904","Pau",680
"1904","Rennes",416
"1904","Troyes",1131
"1905","Alger",731
"1905","Autre",14764
"1905","Bordeaux",1139
"1905","Bourges",971
"1905","Clermont Ferrand",365
"1905","Dijon",804
"1905","Marseille",1093
"1905","Paris",25121
"1905","Pau",591
"1905","Rennes",422
"1905","Troyes",1084
"1906","Alger",831
"1906","Autre",15274
"1906","Bordeaux",1126
"1906","Bourges",985
"1906","Clermont Ferrand",363
"1906","Dijon",809
"1906","Marseille",1102
"1906","Paris",24576
"1906","Pau",660
"1906","Rennes",423
"1906","Troyes",1086
"1907","Alger",1157
"1907","Autre",14504
"1907","Bordeaux",1143
"1907","Bourges",867
"1907","Clermont Ferrand",364
"1907","Dijon",754
"1907","Marseille",1095
"1907","Paris",24108
"1907","Pau",672
"1907","Rennes",423
"1907","Troyes",1037
"1908","Alger",1003
"1908","Autre",14427
"1908","Bordeaux",1150
"1908","Bourges",901
"1908","Clermont Ferrand",367
"1908","Dijon",757
"1908","Marseille",1100
"1908","Paris",23112
"1908","Pau",675
"1908","Rennes",423
"1908","Troyes",963
"1909","Alger",967
"1909","Autre",13845
"1909","Bordeaux",1155
"1909","Bourges",816
"1909","Clermont Ferrand",366
"1909","Dijon",748
"1909","Marseille",1121
"1909","Paris",22094
"1909","Pau",675
"1909","Rennes",423
"1909","Troyes",731
"1910","Alger",944
"1910","Autre",14467
"1910","Bordeaux",1169
"1910","Bourges",831
"1910","Clermont Ferrand",367
"1910","Dijon",744
"1910","Marseille",1061
"1910","Paris",22414
"1910","Pau",672
"1910","Rennes",412
"1910","Troyes",737
"1911","Alger",576
"1911","Autre",13882
"1911","Bordeaux",1173
"1911","Bourges",829
"1911","Clermont Ferrand",364
"1911","Dijon",680
"1911","Marseille",1134
"1911","Paris",23935
"1911","Pau",671
"1911","Rennes",421
"1911","Troyes",734
"1912","Alger",1191
"1912","Autre",14030
"1912","Bordeaux",1151
"1912","Bourges",828
"1912","Clermont Ferrand",368
"1912","Dijon",384
"1912","Marseille",1049
"1912","Paris",23875
"1912","Pau",519
"1912","Rennes",719
"1912","Troyes",738
"1913","Alger",1392
"1913","Autre",14387
"1913","Bordeaux",1150
"1913","Bourges",826
"1913","Clermont Ferrand",365
"1913","Dijon",385
"1913","Marseille",1076
"1913","Paris",25109
"1913","Pau",670
"1913","Rennes",785
"1913","Troyes",729
"1914","Alger",1157
"1914","Autre",12477
"1914","Bordeaux",1103
"1914","Bourges",989
"1914","Clermont Ferrand",366
"1914","Dijon",387
"1914","Marseille",1060
"1914","Paris",20720
"1914","Pau",676
"1914","Rennes",766
"1914","Troyes",705
"1915","Alger",977
"1915","Autre",11639
"1915","Bordeaux",1115
"1915","Bourges",814
"1915","Clermont Ferrand",462
"1915","Dijon",386
"1915","Marseille",1037
"1915","Paris",15940
"1915","Pau",669
"1915","Rennes",826
"1915","Troyes",733
"1916","Alger",977
"1916","Autre",12151
"1916","Bordeaux",1120
"1916","Bourges",716
"1916","Clermont Ferrand",719
"1916","Dijon",386
"1916","Marseille",1044
"1916","Paris",18892
"1916","Pau",668
"1916","Rennes",1097
"1916","Troyes",736
"1917","Alger",993
"1917","Autre",11855
"1917","Bordeaux",1125
"1917","Bourges",619
"1917","Clermont Ferrand",731
"1917","Dijon",410
"1917","Marseille",1061
"1917","Paris",19689
"1917","Pau",671
"1917","Rennes",1095
"1917","Troyes",754
"1918","Alger",960
"1918","Autre",10710
"1918","Bordeaux",1172
"1918","Bourges",612
"1918","Clermont Ferrand",725
"1918","Dijon",411
"1918","Marseille",1042
"1918","Paris",19738
"1918","Pau",671
"1918","Rennes",1433
"1918","Troyes",759
"1919","Alger",1115
"1919","Autre",13494
"1919","Bordeaux",1149
"1919","Bourges",619
"1919","Clermont Ferrand",708
"1919","Dijon",385
"1919","Marseille",1053
"1919","Paris",21146
"1919","Pau",647
"1919","Rennes",1459
"1919","Troyes",725
"1920","Alger",1285
"1920","Autre",12161
"1920","Bordeaux",1164
"1920","Bourges",665
"1920","Clermont Ferrand",740
"1920","Dijon",337
"1920","Marseille",1096
"1920","Paris",20557
"1920","Pau",673
"1920","Rennes",1470
"1920","Troyes",662
"1921","Alger",1356
"1921","Autre",13535
"1921","Bordeaux",1203
"1921","Bourges",663
"1921","Clermont Ferrand",725
"1921","Dijon",343
"1921","Marseille",1103
"1921","Paris",20888
"1921","Pau",672
"1921","Rennes",1468
"1921","Troyes",932
"1922","Alger",1247
"1922","Autre",13984
"1922","Bordeaux",1260
"1922","Bourges",659
"1922","Clermont Ferrand",731
"1922","Dijon",508
"1922","Marseille",1090
"1922","Paris",20102
"1922","Pau",671
"1922","Rennes",1467
"1922","Troyes",1003
"1923","Alger",1205
"1923","Autre",15598
"1923","Bordeaux",1264
"1923","Bourges",659
"1923","Clermont Ferrand",728
"1923","Dijon",525
"1923","Marseille",1111
"1923","Paris",20780
"1923","Pau",668
"1923","Rennes",1469
"1923","Troyes",1057
"1924","Alger",1252
"1924","Autre",14767
"1924","Bordeaux",1260
"1924","Bourges",662
"1924","Clermont Ferrand",751
"1924","Dijon",439
"1924","Marseille",1102
"1924","Paris",20254
"1924","Pau",671
"1924","Rennes",1471
"1924","Troyes",971
"1925","Alger",1304
"1925","Autre",15436
"1925","Bordeaux",1185
"1925","Bourges",662
"1925","Clermont Ferrand",783
"1925","Dijon",439
"1925","Marseille",1082
"1925","Paris",18740
"1925","Pau",668
"1925","Rennes",1404
"1925","Troyes",987
"1926","Alger",1156
"1926","Autre",15017
"1926","Bordeaux",1155
"1926","Bourges",663
"1926","Clermont Ferrand",783
"1926","Dijon",438
"1926","Marseille",1064
"1926","Paris",18877
"1926","Pau",671
"1926","Rennes",1447
"1926","Troyes",985
"1927","Alger",1332
"1927","Autre",16222
"1927","Bordeaux",882
"1927","Bourges",667
"1927","Clermont Ferrand",779
"1927","Dijon",441
"1927","Marseille",1073
"1927","Paris",18621
"1927","Pau",678
"1927","Rennes",1453
"1927","Troyes",991
"1928","Alger",1306
"1928","Autre",16942
"1928","Bordeaux",883
"1928","Bourges",664
"1928","Clermont Ferrand",814
"1928","Dijon",440
"1928","Marseille",1081
"1928","Paris",18335
"1928","Pau",728
"1928","Rennes",1466
"1928","Troyes",982
"1929","Alger",1150
"1929","Autre",15997
"1929","Bordeaux",904
"1929","Bourges",565
"1929","Clermont Ferrand",847
"1929","Dijon",447
"1929","Marseille",1126
"1929","Paris",17813
"1929","Pau",714
"1929","Rennes",1459
"1929","Troyes",990
"1930","Alger",1139
"1930","Autre",16312
"1930","Bordeaux",869
"1930","Bourges",352
"1930","Clermont Ferrand",870
"1930","Dijon",435
"1930","Marseille",1123
"1930","Paris",17267
"1930","Pau",716
"1930","Rennes",1099
"1930","Troyes",657
"1931","Alger",1109
"1931","Autre",16686
"1931","Bordeaux",868
"1931","Bourges",360
"1931","Clermont Ferrand",885
"1931","Dijon",383
"1931","Marseille",1132
"1931","Paris",17597
"1931","Pau",714
"1931","Rennes",1101
"1931","Troyes",622
"1932","Alger",925
"1932","Autre",15207
"1932","Bordeaux",840
"1932","Bourges",359
"1932","Clermont Ferrand",886
"1932","Dijon",438
"1932","Marseille",1139
"1932","Paris",16241
"1932","Pau",714
"1932","Rennes",1120
"1932","Troyes",633
"1933","Alger",924
"1933","Autre",14950
"1933","Bordeaux",786
"1933","Bourges",360
"1933","Clermont Ferrand",885
"1933","Dijon",456
"1933","Marseille",1184
"1933","Paris",15736
"1933","Pau",714
"1933","Rennes",1144
"1933","Troyes",676
"1934","Alger",742
"1934","Autre",15352
"1934","Bordeaux",785
"1934","Bourges",359
"1934","Clermont Ferrand",880
"1934","Dijon",410
"1934","Marseille",1606
"1934","Paris",16182
"1934","Pau",710
"1934","Rennes",1134
"1934","Troyes",625
"1935","Alger",702
"1935","Autre",15388
"1935","Bordeaux",829
"1935","Bourges",356
"1935","Clermont Ferrand",916
"1935","Dijon",404
"1935","Marseille",1634
"1935","Paris",15644
"1935","Pau",697
"1935","Rennes",1080
"1935","Troyes",628
"1936","Alger",640
"1936","Autre",14992
"1936","Bordeaux",845
"1936","Bourges",360
"1936","Clermont Ferrand",837
"1936","Dijon",401
"1936","Marseille",1605
"1936","Paris",15545
"1936","Pau",671
"1936","Rennes",1078
"1936","Troyes",632
"1937","Alger",658
"1937","Autre",13937
"1937","Bordeaux",868
"1937","Bourges",358
"1937","Clermont Ferrand",865
"1937","Dijon",811
"1937","Marseille",1643
"1937","Paris",14330
"1937","Pau",676
"1937","Rennes",1078
"1937","Troyes",675
"1938","Alger",599
"1938","Autre",12763
"1938","Bordeaux",830
"1938","Bourges",358
"1938","Clermont Ferrand",859
"1938","Dijon",739
"1938","Marseille",1513
"1938","Paris",13732
"1938","Pau",674
"1938","Rennes",1092
"1938","Troyes",628
"1939","Alger",484
"1939","Autre",10566
"1939","Bordeaux",805
"1939","Bourges",341
"1939","Clermont Ferrand",833
"1939","Dijon",739
"1939","Marseille",1550
"1939","Paris",11889
"1939","Pau",677
"1939","Rennes",732
"1939","Troyes",637
"1940","Alger",388
"1940","Autre",7026
"1940","Bordeaux",773
"1940","Bourges",283
"1940","Clermont Ferrand",917
"1940","Dijon",526
"1940","Marseille",1092
"1940","Paris",7250
"1940","Pau",629
"1940","Rennes",1030
"1940","Troyes",518
"1941","Alger",368
"1941","Autre",6632
"1941","Bordeaux",696
"1941","Bourges",299
"1941","Clermont Ferrand",1088
"1941","Dijon",317
"1941","Marseille",1071
"1941","Paris",6656
"1941","Pau",556
"1941","Rennes",948
"1941","Troyes",608
"1942","Alger",420
"1942","Autre",6283
"1942","Bordeaux",669
"1942","Bourges",305
"1942","Clermont Ferrand",1020
"1942","Dijon",309
"1942","Marseille",1025
"1942","Paris",6358
"1942","Pau",599
"1942","Rennes",926
"1942","Troyes",615
"1943","Alger",443
"1943","Autre",6485
"1943","Bordeaux",675
"1943","Bourges",307
"1943","Clermont Ferrand",710
"1943","Dijon",307
"1943","Marseille",1005
"1943","Paris",5426
"1943","Pau",306
"1943","Rennes",919
"1943","Troyes",613
"1944","Alger",491
"1944","Autre",5435
"1944","Bordeaux",402
"1944","Bourges",203
"1944","Clermont Ferrand",408
"1944","Dijon",297
"1944","Marseille",679
"1944","Paris",4686
"1944","Pau",185
"1944","Rennes",470
"1944","Troyes",389
"1945","Alger",89
"1945","Autre",3904
"1945","Bordeaux",15
"1945","Bourges",52
"1945","Clermont Ferrand",4
"1945","Dijon",186
"1945","Marseille",33
"1945","Paris",4603
"1945","Pau",1
"1945","Rennes",1
"1946","Alger",71
"1946","Autre",4262
"1946","Bordeaux",48
"1946","Bourges",54
"1946","Clermont Ferrand",32
"1946","Marseille",33
"1946","Paris",4776
"1946","Rennes",2
"1946","Troyes",1
"1947","Alger",74
"1947","Autre",4223
"1947","Bordeaux",52
"1947","Bourges",52
"1947","Clermont Ferrand",53
"1947","Dijon",302
"1947","Marseille",15
"1947","Paris",4427
"1947","Pau",1
"1947","Rennes",1
"1948","Alger",66
"1948","Autre",2969
"1948","Bordeaux",52
"1948","Bourges",52
"1948","Clermont Ferrand",51
"1948","Dijon",306
"1948","Marseille",20
"1948","Paris",4488
"1948","Pau",1
"1948","Rennes",1
"1948","Troyes",1
"1949","Alger",41
"1949","Autre",2458
"1949","Bordeaux",53
"1949","Bourges",51
"1949","Clermont Ferrand",52
"1949","Dijon",305
"1949","Marseille",31
"1949","Paris",3890
"1949","Rennes",1
"1949","Troyes",1
"1950","Alger",38
"1950","Autre",1803
"1950","Bordeaux",52
"1950","Bourges",53
"1950","Clermont Ferrand",51
"1950","Dijon",303
"1950","Marseille",47
"1950","Paris",3550
"1950","Rennes",1
"1950","Troyes",1
"1951","Autre",756
"1951","Bourges",49
"1951","Dijon",305
"1951","Marseille",51
"1951","Paris",2020
"1951","Rennes",2
"1951","Troyes",1
"1952","Autre",653
"1952","Bourges",49
"1952","Dijon",304
"1952","Marseille",14
"1952","Paris",1713
"1952","Rennes",1
"1952","Troyes",1
"1953","Autre",649
"1953","Dijon",301
"1953","Marseille",9
"1953","Paris",1204
"1953","Rennes",1
"1953","Troyes",1
"1954","Autre",655
"1954","Dijon",303
"1954","Marseille",7
"1954","Paris",1388
"1954","Rennes",16
"1954","Troyes",2
"1955","Autre",597
"1955","Dijon",306
"1955","Marseille",14
"1955","Paris",1398
"1955","Rennes",22
"1955","Troyes",1
"1956","Autre",589
"1956","Dijon",303
"1956","Marseille",15
"1956","Paris",1196
"1956","Rennes",16
"1956","Troyes",1
"1957","Autre",555
"1957","Dijon",304
"1957","Marseille",7
"1957","Paris",1140
"1957","Rennes",10
"1957","Troyes",1
"1958","Alger",46
"1958","Autre",573
"1958","Dijon",303
"1958","Marseille",6
"1958","Paris",1149
"1958","Rennes",18
"1958","Troyes",1
"1959","Alger",105
"1959","Autre",444
"1959","Marseille",9
"1959","Paris",1033
"1959","Rennes",25
"1960","Alger",107
"1960","Autre",149
"1960","Marseille",5
"1960","Paris",981
"1960","Rennes",24
"1961","Alger",103
"1961","Autre",131
"1961","Marseille",9
"1961","Paris",753
"1961","Rennes",12
"1962","Alger",85
"1962","Autre",118
"1962","Marseille",15
"1962","Paris",1008
"1962","Rennes",6
"1963","Autre",99
"1963","Marseille",15
"1963","Paris",935
"1963","Rennes",5
"1964","Autre",92
"1964","Marseille",14
"1964","Paris",918
"1964","Rennes",13
"1964","Troyes",2
"1965","Autre",88
"1965","Marseille",14
"1965","Paris",926
"1965","Rennes",21
"1966","Autre",86
"1966","Marseille",8
"1966","Paris",943
"1966","Rennes",25
"1967","Autre",81
"1967","Paris",715
"1967","Rennes",25
"1968","Autre",89
"1968","Paris",851
"1968","Rennes",24
"1969","Autre",85
"1969","Paris",882
"1969","Rennes",24
"1970","Autre",97
"1970","Paris",484
"1970","Rennes",20
"1970","Troyes",1
"1971","Autre",130
"1971","Marseille",1
"1971","Paris",328
"1971","Rennes",17
"1971","Troyes",2
"1972","Autre",171
"1972","Paris",347
"1972","Rennes",9
"1973","Autre",109
"1973","Paris",287
"1973","Rennes",2
"1974","Autre",70
"1974","Paris",269
"1974","Rennes",2
"1975","Autre",73
"1975","Dijon",1
"1975","Marseille",1
"1975","Paris",326
"1975","Rennes",2
"1975","Troyes",1
"1976","Autre",84
"1976","Paris",328
"1976","Rennes",1
"1977","Autre",83
"1977","Paris",381
"1977","Rennes",2
"1978","Autre",91
"1978","Marseille",1
"1978","Paris",370
"1978","Rennes",2
"1978","Troyes",2
"1979","Autre",93
"1979","Dijon",1
"1979","Marseille",1
"1979","Paris",389
"1979","Rennes",1
"1979","Troyes",1
"1980","Autre",119
"1980","Dijon",1
"1980","Marseille",1
"1980","Paris",353
"1980","Rennes",2
"1981","Autre",106
"1981","Dijon",1
"1981","Marseille",1
"1981","Paris",271
"1981","Rennes",1
"1982","Autre",91
"1982","Dijon",1
"1982","Paris",255
"1982","Rennes",1
"1982","Troyes",1
"1983","Autre",95
"1983","Dijon",2
"1983","Marseille",1
"1983","Paris",235
"1983","Rennes",2
"1983","Troyes",1
"1984","Autre",123
"1984","Dijon",1
"1984","Marseille",1
"1984","Paris",255
"1984","Rennes",2
"1984","Troyes",1
"1985","Autre",135
"1985","Dijon",1
"1985","Paris",235
"1986","Autre",137
"1986","Dijon",2
"1986","Marseille",2
"1986","Paris",301
"1986","Troyes",1
"1987","Autre",155
"1987","Bordeaux",1
"1987","Dijon",1
"1987","Marseille",2
"1987","Paris",309
"1987","Rennes",1
"1988","Autre",158
"1988","Bordeaux",1
"1988","Marseille",2
"1988","Paris",330
"1988","Rennes",1
"1988","Troyes",1
"1989","Autre",177
"1989","Bordeaux",1
"1989","Dijon",2
"1989","Marseille",1
"1989","Paris",335
"1989","Rennes",1
"1989","Troyes",1
"1990","Autre",101
"1990","Bordeaux",1
"1990","Dijon",1
"1990","Paris",278
"1990","Rennes",1
"1991","Autre",106
"1991","Bordeaux",1
"1991","Dijon",1
"1991","Paris",276
"1991","Rennes",1
"1991","Troyes",1
"1992","Autre",116
"1992","Bordeaux",1
"1992","Clermont Ferrand",1
"1992","Dijon",3
"1992","Marseille",2
"1992","Paris",276
"1992","Rennes",1
"1993","Autre",141
"1993","Dijon",1
"1993","Marseille",2
"1993","Paris",300
"1993","Rennes",1
"1993","Troyes",1
"1994","Autre",139
"1994","Bordeaux",1
"1994","Clermont Ferrand",1
"1994","Dijon",2
"1994","Marseille",8
"1994","Paris",275
"1994","Rennes",1
"1994","Troyes",1
"1995","Autre",162
"1995","Bordeaux",5
"1995","Dijon",1
"1995","Marseille",1
"1995","Paris",310
"1995","Rennes",1
"1995","Troyes",1
"1996","Autre",129
"1996","Bordeaux",5
"1996","Clermont Ferrand",2
"1996","Dijon",5
"1996","Marseille",5
"1996","Paris",279
"1996","Rennes",1
"1996","Troyes",1
"1997","Autre",120
"1997","Bordeaux",4
"1997","Dijon",1
"1997","Marseille",6
"1997","Paris",231
"1997","Rennes",1
"1997","Troyes",1
"1998","Autre",123
"1998","Bordeaux",1
"1998","Marseille",5
"1998","Paris",221
"1998","Rennes",1
"1998","Troyes",1
"1999","Autre",116
"1999","Bordeaux",1
"1999","Dijon",1
"1999","Marseille",5
"1999","Paris",133
"1999","Troyes",1
"2000","Autre",117
"2000","Bordeaux",1
"2000","Dijon",2
"2000","Marseille",4
"2000","Paris",159
"2000","Rennes",1
"2000","Troyes",1
"2001","Autre",105
"2001","Dijon",1
"2001","Marseille",5
"2001","Paris",134
"2001","Rennes",1
"2002","Autre",99
"2002","Bordeaux",1
"2002","Dijon",1
"2002","Marseille",6
"2002","Paris",103
"2002","Rennes",1
"2003","Autre",98
"2003","Dijon",1
"2003","Marseille",5
"2003","Paris",79
"2003","Rennes",1
"2004","Autre",101
"2004","Dijon",2
"2004","Marseille",6
"2004","Paris",69
"2004","Rennes",1
"2005","Autre",85
"2005","Marseille",6
"2005","Paris",72
"2005","Rennes",2
"2006","Autre",82
"2006","Dijon",3
"2006","Paris",67
"2006","Rennes",2
"2007","Autre",73
"2007","Dijon",1
"2007","Paris",62
"2007","Rennes",1
"2008","Autre",65
"2008","Dijon",1
"2008","Paris",48
"2008","Rennes",2
"2009","Autre",65
"2009","Paris",46
"2009","Rennes",1
"2010","Autre",59
"2010","Dijon",1
"2010","Paris",7
"2010","Rennes",1
"2011","Autre",39
"2011","Dijon",1
"2011","Paris",1
"2011","Rennes",2
"2012","Autre",40
"2012","Paris",2
"2012","Rennes",1
"2013","Autre",27
"2013","Paris",4
"2014","Autre",10
"2014","Paris",4
"2014","Rennes",1
"2015","Autre",8
"2015","Clermont Ferrand",5
"2015","Dijon",4
"2015","Paris",3
"2016","Autre",6
"2016","Clermont Ferrand",4
"2016","Dijon",4
"2016","Paris",1
"2017","Autre",4
"2018","Autre",1
