"date","count","base","ratio","mot","url","resolution","corpus","langue","bibli","search_mode"
"1917",41443,231216650,0.000179238822117698,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1918",39171,260845163,0.00015016954713475,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1919",40850,264162349,0.000154639751481011,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1920",42540,273427164,0.00015558073813032,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1921",50218,328311635,0.000152958331799603,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1922",52063,344786630,0.000151000634798397,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1923",18250,116659834,0.000156437733316164,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1924",16341,115182090,0.000141871014842672,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1925",11211,86261476,0.000129965316151094,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1926",10281,80974630,0.000126965692834904,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1927",8337,66033169,0.00012625473116397,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1928",6808,64466260,0.000105605629983809,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1929",6000,51903688,0.000115598722002182,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1930",6723,62377024,0.0001077800697898,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1931",7695,62847935,0.0001224383903783,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1932",9962,91981972,0.000108303831537771,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1933",10580,91332978,0.000115839866734664,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1934",12855,92358733,0.000139185538632281,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1935",12193,87953788,0.000138629617635115,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1936",13518,88691134,0.000152416587660273,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1937",13553,89020393,0.000152246014011643,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1938",13893,87894908,0.000158063764057868,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1939",9882,75277427,0.000131274412447705,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1940",9211,67489615,0.00013648025699954,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1941",10428,85442414,0.000122047113509691,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1942",8308,72912843,0.000113944260821101,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1943",7100,65277578,0.00010876629031794,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1944",7215,64274455,0.000112252993821573,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1945",10825,85164592,0.00012710681453156,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1946",9664,77376299,0.000124896126138057,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1947",7096,68626669,0.000103400035341946,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1948",6335,65723393,9.63888154709237e-05,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1949",6236,61405484,0.000101554447482248,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1950",6146,58574408,0.000104926369891779,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1951",6430,59374808,0.000108295087034218,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1952",6659,57612802,0.000115581949997849,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1953",6219,53764517,0.000115671084704434,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1954",5993,38330224,0.000156351812606156,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1955",4267,38999070,0.00010941286548628,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1956",1119,12097425,9.24990235525329e-05,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1957",1325,11937640,0.000110993462694469,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1958",1260,12170807,0.000103526413655233,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1959",1693,16047173,0.000105501448759853,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1960",5297,43057264,0.000123022215252692,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1961",4986,42585193,0.000117082949465557,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1962",3637,33012543,0.000110170246502973,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
"1963",3374,28166386,0.000119788175877445,"horse+horses","https://huggingface.co/datasets/dell-research-harvard/AmericanStories","Year","American Stories","Anglais","","N-gramme"
